videoID	title	summary
652b44ad43e8c47e4eb48235	Israel-Hamas war: Israeli soldiers gear up to enter Gaza	An intense missile conflict unfolds in the skies over southern Israel as Hamas rockets are intercepted by Israeli ones. The video captures the tense atmosphere in the town of Sderot, situated just two miles from Gaza. The commentator provides live commentary on the situation, mentioning reports of a potential Israeli ground operation. Rockets from both sides are seen being launched and intercepted, resulting in explosions overhead. Soldiers are on high alert, guarding against potential infiltrators, while volunteers describe a constant state of fear. The devastating aftermath of recent attacks is discussed, with lives lost and a sense of grief permeating the region. The video also highlights the impact of the conflict on civilians, showing individuals seeking shelter and discussing the fear they experience. The commentators discuss the political landscape, with bitter rivals Benjamin Netanyahu and Benny Gantz forming an emergency government in Israel. The military is shown preparing for a ground offensive in Gaza, mobilizing tanks and armored vehicles. An Israeli soldier praises the accuracy and strength of the IDF's operations, while footage shows damaged cars and armed soldiers. The video depicts a conflict where both sides are engaged in acts of violence, with Hamas targeting Israeli cities and the IDF responding with force. The situation is highly volatile and poses a threat to both Israeli and Palestinian civilians.
652b444c43e8c47e4eb48231	Israel vs Hamas: Five Videos that Define the War | Vantage with Palki Sharma |Subscribe to Firstpost	In this video, there are five defining moments of a war that are shown. The first video starts at a music festival near Riyadh, where thousands of people had gathered for a journey of unity and love. However, it quickly turns into a day of horror and bloodshed. The second video is not available for transcription, but it explores the theme of horror and unity with visuals of rockets, buildings on fire, and fireworks. The third video captures scenes in an urban setting, showing people expressing their emotions in distressing situations. The fourth video is also not available for transcription but shows a woman addressing an audience and transitions to scenes of people crying and comforting each other. The overall video depicts intense and violent moments of the war, with scenes of destruction, chaos, and emotional turmoil. It is difficult to determine if the video is pro-Israel or pro-Palestine as the focus is more on the impact of the war rather than the political stance. However, the violence shown in the footage is undeniable.
652b444943e8c47e4eb48230	Jewish schools CLOSE over children safety concerns as Israel-Hamas war escalates #GBNews	Some North London Jewish schools have closed due to safety concerns amid the Israel-Hamas conflict. Four Jewish schools in North London informed parents that they would not reopen until Monday. In other news, a protest is taking place with individuals holding flags and a man speaking into a microphone. There is a police presence to maintain order. Additionally, amidst the lively protest, people gather outside, expressing their support and solidarity. The video does not provide a transcription for these segments. It is not possible to determine if the video is pro-Israel or pro-Palestine based on the provided information. The level of violence in the video is also not specified.
652b443543e8c47e4eb4822f	Israel Air Force Rains Fire On Hamas Naval HQ In Gaza	This video shows a city being struck by a disaster, resulting in collapsed buildings and rising smoke. Emergency responders, including firefighters and helicopters, are working to rescue people from the wreckage. The chaotic scene in Hiba Al Jabal shows people fleeing from an unknown threat while an emergency vehicle arrives on the scene. The aftermath of the devastating attack on the city is captured, displaying the destruction and devastation caused. The video also mentions that 400 individuals have lost their lives due to the attack. The footage portrays a violent and destructive situation. It does not indicate a specific pro-Israel or pro-Palestine stance.
652b442943e8c47e4eb4822e	Fake News Over Israel-Hamas War | Vantage with Palki Sharma | Subscribe to Firstpost	The video explores the prevalence of digital misinformation in warfare, citing examples from the Gaza war and the Ukraine war. It emphasizes how fake stories and photos circulate on various social media platforms like Facebook, TikTok, and Instagram. The impact of misinformation on Twitter is highlighted, noting its transformation from a primary source of news to a platform heavily involved in spreading digital misinformation in warfare. The significance of addressing this issue is emphasized through the discussion of a woman in a black dress and footage of a person being transported in an ambulance. It does not explicitly take a pro-Israel or pro-Palestine stance, and while it discusses the topic of warfare, the violence level is not explicitly mentioned.
652b442443e8c47e4eb4822d	Israel-Hamas war: Scotland's first minister gets tearful talking about family stuck in Gaza Strip	The video raises awareness about distressed men's issues and the need for transparency in the Scottish government's actions. The individuals in the video engage in a discussion about political topics, with one man visibly emotional. The woman, holding a microphone, speaks alongside him, highlighting the challenges faced by distressed men such as mental health and unemployment. A man in formal attire delivers a speech on political matters, emphasizing the importance of understanding globalization and addressing the concerns of distressed men. The man in formal attire further discusses the impact of globalization and political issues on businesses and economies, emphasizing the need for effective communication and collaboration to address pressing challenges. Throughout the video, the man maintains a serious demeanor and passionately discusses these issues. There is no information provided to determine if the video is pro-Israel or pro-Palestine, and there is no violence depicted in the video.
652b441f43e8c47e4eb4822c	Israel vs Hamas: Weapons of War | Vantage with Palki Sharma | Subscribe to Firstpost	There is an ongoing conflict with devastating consequences highlighted in this video. It focuses on the central role of weaponry and the firing of rockets at Israel. Gaza is being raided by airstrikes, and there is a clash between Israel and Hamas with different military capabilities. The video explores how Hamas conducted a large-scale and sophisticated attack, and how Israel is holding its ground. It also discusses the various weapons involved in this war. As for the bias, the video does not take a stance on whether it is pro-Israel or pro-Palestine. In terms of violence, the video depicts the destruction and consequences of the conflict, but does not explicitly comment on its level of violence.
652b441a43e8c47e4eb4822b	Israel-Hamas War: इजरायल के खिलाफ और Palestine के साथ Congress, वजह जानकर हैरान हो जाएंगे | ABP LIVE	The video captures the aftermath of an explosion and fire, with buildings destroyed and smoke rising. A car explodes, causing panic and chaos among a group of people. They gather indoors for a meeting, where participants are seated around a table. One person stands up and gestures towards an item on the table. The scene shifts to a different location with a gathering of people. The aftermath of the destructive explosion draws a crowd's attention, with scattered debris. The video highlights the challenges faced during emergency situations and emphasizes the need for efficient disaster management and quick response strategies. It captures a chaotic scene of smoke and flames as individuals rush towards the source. The presence of a dangerous situation is suggested. There are events involving individuals in uniforms and people running, leading up to Prime Minister Netanyahu delivering a speech. In another scene, a building is on fire and people are trying to rescue survivors amidst the chaos. The video does not provide enough information to determine if it is pro-Israel or pro-Palestine. It is moderately violent due to the depiction of explosions and chaotic scenes.
652b441543e8c47e4eb4822a	Oil prices spike following Israel-Hamas war	The video showcases various cityscapes and vehicles moving on the roads. It starts with a scene at a gas station where vehicles are waiting to refuel. A white car passes by, along with a white truck and other vehicles on the road. There is also a towed tanker and another vehicle that joins in to refuel. The video then goes on to explain the global impact of oil prices, particularly their effect on inflation and economic growth. It highlights the decline in crude oil production and rising fuel costs for businesses in high-inflation environments. Numerical data and charts are presented to showcase various stocks and commodities. Towards the end, a man in formal attire discusses global oil prices and their impact on economies in a video presentation. He emphasizes the importance of staying updated with breaking news alerts by downloading the ABC News app. Overall, the video does not lean towards any specific stance, such as pro-Israel or pro-Palestine, and does not contain any violent content or footage.
652b440043e8c47e4eb48229	Israel-Hamas war: US shipment of advanced weaponry lands in Israel	"A cargo plane is being loaded with equipment as two men stand below its wing. The scene captures the process of loading cargo onto the plane, with individuals observing the process. Workers at a factory are shown loading packages onto the cargo plane using a crane. The loading process is shown with the news logo ""Sky News"" displayed. The video does not indicate whether it is pro-Israel or pro-Palestine, and it does not contain any violent scenes."
652b43fc43e8c47e4eb48228	Israel-Hamas War: India Launches Operation Ajay | Vantage with Palki Sharma |Subscribe to Firstpost	"India has launched ""Operation Ajay"" to help Indians return home from Israel. This operation showcases India's potential for mediation in international relations. There are thousands of Indians in Israel, and it is interesting to see if India will try to negotiate or mediate like other regional and international powers. India has never been a power broker in West Asia before, but in recent years, there have been some shifts in its approach. Prime Minister Modi's visits to Israel and the UAE have aimed to enhance bilateral cooperation and explore peace opportunities. India has also shown its readiness to join the big league and take up big challenges. The video does not mention any specific bias towards Israel or Palestine, and it does not depict any violent scenes."
652b43f643e8c47e4eb48227	Anderson Cooper Fights Tears On Live TV Over Israel-Hamas War #shorts	This video shows Anderson Cooper struggling to maintain his composure while discussing the ongoing Israel-Hamas war. During a live broadcast from Tel Aviv, an Israeli woman's emotional plea for her family's safety brings tears to Cooper's eyes. He apologizes for his emotional response. The news report highlights the emotional struggles of both Israelis and Hamas during the conflict. The anchor urges journalists to document these experiences while showing footage of people in distress.
652b43f143e8c47e4eb48226	Pro-Palestinian rally met by Israel supporters in NYC, Hochul slams demonstration after Hamas attack	"The video captures a rally in New York City organized by the Democratic Socialists of America. Attendees are seen dressed as Hamas fighters and terrorists, chanting slogans like ""Death to Israel"" and ""We want it all."" The speaker expresses concern about the presence of such individuals in public spaces like movie theaters and airports. Representative Alexandria Ocasio-Cortez and Representative Jamal Bowman, both members of the Democratic Socialists of America, are present at the rally. Elected officials endorsed by this organization may face questions about their association with the rally. The video does not indicate whether the rally is pro-Israel or pro-Palestine. The level of violence is not explicitly stated in the video."
652b43eb43e8c47e4eb48225	Israel-Hamas war: 'I've never seen this amount of Israeli heavy armour'	The video showcases the extensive presence of Israeli heavy armor near Gaza's northern border. The narrator reports that there are at least 40 Israeli tanks and also mentions the presence of armored personnel carriers and bulldozers. The narrator highlights the use of bulldozers to create cover for future military operations and implies an imminent attack on Gaza. The video also captures ongoing aerial bombardment in Gaza and the digging activity to provide protection for artillery. The narrator notes that the amount of Israeli heavy armor in one place is unprecedented and mentions the limited media access to tanks during previous operations. The video does not provide a clear indication of the video's stance on the Israeli-Palestinian conflict, but it does emphasize the potentially terrifying impact of the approaching armored vehicles. In terms of violence, the video portrays the military presence and ongoing aerial bombardment in Gaza, suggesting a high level of violence in the conflict.
652b43e543e8c47e4eb48224	Israel-Hamas War: What is America's Gameplan? | Vantage with Palki Sharma | Subscribe to Firstpost	In this video, President Joe Biden promises unwavering support for Israel, and the US immediately acts upon it by ordering its aircraft carrier in the Mediterranean to move closer to the region. The US is also sending fighter jets as a show of force, concerned about the conflict potentially spreading and leading to a larger conflict in West Asia. The news anchor discusses the US's concerns and highlights the significant alliance between Israel and America. The ongoing Middle East conflict is explored through interviews with officials, shedding light on the current situation. Additionally, it is revealed that Washington provides 3.8 billion dollars of military aid to Israel every year, which is likely to increase due to the ongoing war. Based on the content, the video demonstrates support for Israel and portrays the conflict as violent.
652b43e143e8c47e4eb48223	US prepares for all scenarios related to Israel-Hamas war	"A woman in black attire stands on a podium, surrounded by multiple individuals including reporters and photographers. A man wearing a white jacket and glasses stands beside her. The video captures the context as part of a press briefing. The man in the video discusses the policy on the Eastern Mediterranean and emphasizes the movement of additional assets as needed. He clarifies that the carrier was not moved for Hamas's benefit. The US Secretary of State is discussing policy on the Eastern Mediterranean, emphasizing contingency planning and consultation with allies to address escalation scenarios for future challenges. The man in formal attire presents a video discussing US policy on the Eastern Mediterranean. In this National Security coverage from CNN, a man discusses the necessity of maintaining Iron Dome defense systems and improving air defenses in preparation for potential future events. The video showcases different frames displaying solar-related text and images, as well as information about US policy in the Eastern Mediterranean region.
It is difficult to determine from the information provided whether the video is pro-Israel or pro-Palestine. The video does not appear to be violent."
652b43d943e8c47e4eb48222	Israel-Hamas war: Al-Qassam Brigades fighters storm Israeli military site	The video starts with a car driving on a road with border fencing in the background. Two men run and hide behind the car, while the camera captures the view from inside. The scene shifts to a harrowing chase in the desert, with gunshots and smoke bombs adding to the tense and dangerous situation. It is unclear if the pursued individuals will manage to evade capture. The next scene shows armed men in camouflage attire engaged in combat on a road, creating an intense firefight scene. The video then depicts a man's journey in a car, encountering armed individuals at a checkpoint. There are also scenes featuring individuals dressed in black attire, one of whom is armed. The video showcases a mix of driving footage and on-foot shots within the car. Based on the provided information, it is not possible to determine whether the video is pro-Israel or pro-Palestine. The level of violence depicted in the video appears to be high due to the presence of gunshots, smoke bombs, and intense firefight scenes.
652b43d543e8c47e4eb48221	Littlest victims of war: The faces of Israeli child hostages in Hamas slaughter	The video highlights escalating attacks by HAMAS during Ramadan. It shows airplanes in the sky and mentions HAMAS's role in causing casualties. Buildings targeted by rockets are shown. The video ends with heartwarming scenes of happy babies. There is also a segment highlighting missing children in Israel and Morocco. Overall, the video does not explicitly take a pro-Israel or pro-Palestine stance, but it portrays violence through the images of targeted buildings and the mention of casualties caused by HAMAS.
652b43d543e8c47e4eb48220	Israel-Hamas conflict | hezbollah vs israel | Syria | Chechen Ramzan Kadyrov	"Multiple fire incidents and a fiery disaster are showcased in this video. The on-screen text provides information about the incidents, such as their location and intensity, highlighting the worsening situation. CCTV footage captures a raging forest fire with emergency services in action. There are also scenes of uncontrolled flames and smoke hazards in various locations, with firefighters struggling to extinguish the fires. One particular fire incident is shown against a backdrop of buildings, with the caption ""Fiery Disaster Strikes"" displayed on the screen. The video does not imply a pro-Israel or pro-Palestine stance, and the level of violence in the video is high due to the depiction of multiple fire incidents."
652b43a743e8c47e4eb4821f	Israel Hamas War के दौर में रिपोर्टिंग करना कितना मुश्किल है?	The video shows the ongoing chaos in Gaza during a missile attack. The anchor discusses the situation while showing footage of collapsed buildings. People are seen trying to navigate through traffic and seek safety. The reporter at Palestine Tower expresses concern for Rushdie's safety during an interview. The interviewer also shows concern and asks if Rushdi needs to leave or if he is okay staying. The video seems to portray the violence and uncertainty of the situation in Gaza. It doesn't make a clear indication of being pro-Israel or pro-Palestine.
652b43a143e8c47e4eb4821e	Israel Hamas War : इज़राइल ने सील किए सारे बॉर्डर, लेबनान की सीमा पर तैनात किए टैंक | N18S | #shorts	In this video, a female speaker discusses military vehicles near roads and emphasizes their presence and significance. A female news anchor provides live commentary on the military vehicles, discussing their significance within the context of current events. A female reporter in a red dress is seen discussing military vehicles near the road and providing relevant information about them. The video does not provide any transcription, but it focuses on showcasing and discussing these military vehicles without showing any violence.
652b439e43e8c47e4eb4821d	Israel-Hamas War: France में निकले हमास के हमदर्द तो पुलिस ने योगी की तरह दौड़ाया | Major Arya	A man in a black t-shirt is engaging in a live streaming discussion, emphasizing the importance of engaging content and providing examples for viewers. He highlights the relevance of live streams to generating captions. During the live stream, he receives text messages that are displayed on the screen. The video then switches to an interview with an Indian man in a black shirt and white t-shirt, who is discussing his live streaming experience. The video does not express any clear stance on the Israel-Palestine conflict, nor does it contain any violent content.
652b439a43e8c47e4eb4821c	Israel-Hamas War पर एक्टर Akshay Kumar ने क्या कहा? #Israel #HamasAttack #AkshayKumar  #news	The video explores the challenges faced by Indian farmers due to climate change. It mentions the impact of changing weather patterns and shifting temperature ranges on crop yields and financial strain. The host also condemns terrorism and expresses sadness over the current situation. A man in a blue shirt and black pants discusses these challenges and expresses hope for resolutions. He emphasizes the global impact of these issues and expresses concern for the families affected. Overall, the video highlights the difficulties faced by Indian farmers and the need for solutions. It does not take a pro-Israel or pro-Palestine stance, and it does not contain any violent content.
652b439543e8c47e4eb4821b	Israel Hamas War: Hamas का Israel में हमला, Sderot Police Station हुआ तबाह	A group of workers are shown using heavy machinery to clear debris from a construction site marked as 'X'. They are focused on removing broken pieces of concrete. Two men in suits are supervising the debris removal process. The workers are using a white excavator and a white vehicle to clear out the debris from the construction site. The video also shows the clearing of debris using an excavator and trucks. The video does not provide any information about whether it is pro-Israel or pro-Palestine, nor does it depict any violence.
652b438e43e8c47e4eb4821a	Israel-Hamas war: Security beefed up outside Mosques in Lucknow ahead of Friday prayers	In the video, a police officer is seen discussing an arrest. He provides details about the suspect and their last known location. The footage shows police officers on duty at a temple gate. The police officer addresses the camera and continues to discuss the arrest, providing more information about the incident. The setting resembles a jail, with other officers and vehicles surrounding the officer. Multiple individuals are seen listening attentively. Towards the end of the video, the police officer conducts a press conference, discussing the arrest of an individual. The video does not indicate any bias towards either pro-Israel or pro-Palestine. As for the level of violence, it cannot be determined as there is no specific information provided about violence in the video representation.
652b438c43e8c47e4eb48219	Israel-Hamas War: हमेशा-हमेशा के लिए दुनिया से हमास को मिटा देगा इसरायल | Major Gaurav Arya	The video highlights the importance of accurate captions for providing accurate information in educational videos. It features a man discussing various safety topics, emphasizing the need to check captions for accurate information. In a car environment, the video provides valuable safety discussions, emphasizing the importance of accurate captions. An expert is interviewed, discussing the significance of safety and how it is supported by captions on the screen. The video does not promote any specific viewpoint regarding the Israel-Palestine conflict and does not contain any violent content.
652b438143e8c47e4eb48218	Israel Hamas War: US Foreign Minister Antony Blinken Jordan पहुंचे, Israel पर करेंगे चर्चा |#shorts	"This video captures live news reporting of fire incidents in different locations. The scenes are chaotic and destructive, with buildings collapsing and smoke rising from the scene. There is mention of an incident involving two aircraft at Nagpur Airport. The news anchor provides real-time updates and commentary, while two individuals in black suits observe from an aircraft. Aerial footage shows the extent of the fires, and firefighters can be seen actively working to extinguish them. In another segment, the report showcases footage of a city engulfed in flames, with two individuals walking amidst the chaos. A third segment focuses on fire incidents in New Jersey and Chicago, featuring live commentary and on-screen text providing additional information. The video depicts scenes of flames in Chicago and scenes from New York City. Overall, the video captures the intensity and violence of these fire incidents, highlighting the urgent need for firefighting efforts. 
 The video does not indicate any bias towards Israel or Palestine."
652b437c43e8c47e4eb48217	Israel-Hamas War: आतंक की गाजा पट्टी, अब बनी मलबा पट्टी !  #andarkikhabar #shorts #israel	The video depicts a chaotic car accident scene on the road, with vehicles swerving and colliding. There is extensive damage to multiple cars, and the aerial view provides various perspectives of the accident. Amidst the chaos, a man in yellow attire can be seen riding a skateboard, and another person appears to be running from an approaching vehicle. There is an altercation involving a man in black attire, with someone else trying to intervene. Additionally, a person on a motorcycle skillfully navigates through the wreckage, while others struggle to avoid collisions. People can be seen running for safety as the situation unfolds. The video does not provide any information about the video's stance on Israel or Palestine, and the level of violence can be considered high due to the car accidents and the chaos that ensues.
652b437b43e8c47e4eb48216	Israel Hamas War :  इज़राइल और हमास के युद्ध की ताज़ा तस्वीरें | Rocket | Palestine | N18S | #shorts	The video captures various scenes related to stormy weather and its impact on daily life. The first scene shows a man in an orange jacket walking and talking on his phone in a parking area. The next scene shows a live interview being conducted from a tower, discussing the effects of stormy weather conditions. The footage shows different angles of the tower and the cloudy sky. Another scene depicts two individuals conducting an interview on the roadside, with parked cars in the background. They are being filmed by another person. Finally, there is a live interview being conducted on the roadside, with the interviewer dressed in black attire. They communicate with the participants using earphones and sit outdoors during the daytime. There is a group of onlookers watching the interview. The discussion revolves around stormy overpasses in India. The video does not provide any information about whether it is pro-Israel or pro-Palestine, nor does it contain any explicit violence.
652b436743e8c47e4eb48215	Infosys से लेकर SBI तक इन बड़ी कंपनियों को Israel-Hamas War से नुकसान होगा?	"The promotional video highlights various cityscapes with buildings and smoke rising, creating a visually appealing setting. Two men in suits are also shown shaking hands against a white background. Additionally, the flags of India and Israel are displayed, suggesting a connection between the two countries. However, since the transcription is not available, it is difficult to determine the exact message of the video or its level of violence. 
 
<reasoning_start> The video showcases cityscapes and buildings, emphasizing the presence of 'Sun Pharma' in different locations. It also highlights the accessibility of Sun Pharma at ACI-Mumbai Airport, indicating its significance in the pharmaceutical industry. Furthermore, the video showcases Sun Pharma and Lupin Laboratories Ltd. in an industrial setting, focusing on their visual appeal. In another segment, the narrator discusses a promotional cityscape highlight for SBI-MF (State Bank of India Mutual Fund), targeting SBI Bank account holders in India. The visual content includes an animated graph and text displayed on a mobile phone screen against a white background, emphasizing the benefits of the SBI-MF. However, due to the lack of available transcription, it is challenging to determine the exact pro-Israel or pro-Palestine stance of the video or its level of violence. </reasoning_end>"
652b436343e8c47e4eb48214	Israel Hamas War : Gaza Border से इज़राइल की टैंक की फ़ौज रवाना | Tank Video | N18S | #shorts	The video captures footage of tanks and military vehicles in an open field. Soldiers dressed in uniforms are present at an army base. The soldiers are seen conducting operations, moving together and appearing prepared for combat. In another scene, soldiers can be seen engaging in military activities inside a bunker area, firing and aiming at targets with precision. The video showcases the military presence and activities at the army base. It does not indicate any specific stance on the Israel-Palestine conflict, nor does it display explicit violence.
652b435f43e8c47e4eb48213	'ഇസ്രായേൽ യുദ്ധ സൂചന അവഗണിച്ചു' Israel-Hamas war	Amidst the chaos and despair, the video captures the raw emotions and human suffering that accompany war and conflict. The scenes show people in distress and anguish, revealing the harsh realities of war. There is also a heartfelt moment of support and comfort in times of grief, where a couple is seen hugging. The video then transitions to a dramatic scene of flames engulfing buildings against a cloudy or red sky, portraying the intensity and devastation caused by the conflict. The video does not appear to be specifically pro-Israel or pro-Palestine, as it focuses more on the human aspect of suffering. As for the violence, it is evident in the scenes of destruction and the emotional turmoil displayed by the individuals captured in the footage.
652b435a43e8c47e4eb48212	Israel Hamas War : Lucknow में Palestine के समर्थन में निकली रैली| UP News | Latest | N18S | #shorts	The video depicts a large protest with a passionate man delivering a speech to a supportive crowd. The participants can be seen holding signs and chanting slogans. Multiple cameramen capture the footage from different angles. In another scene, a man in a yellow shirt addresses a large crowd, sharing his thoughts and delivering a powerful speech. Later, a man in a black shirt conducts interviews with multiple individuals, asking them questions and receiving responses. Lastly, a man in a white shirt gives his insights and perspective on the ongoing protest during an interview while surrounded by other individuals.  The video does not provide any information about the specific topic of the protest or its level of violence.
652b435543e8c47e4eb48211	Israel Hamas War: How is West Asia Reacting? | Subscribe to Firstpost	"The video shows a woman in a blue dress discussing topics and providing information on ""The Morning Show: Topics and Details"". She stands on the roadside of a busy street, using hand gestures to emphasize her points. The host of the morning talk show also discusses various topics while standing on the roadside. The video showcases the lively atmosphere of a morning show with interesting discussions and news updates. Additionally, a female reporter talks about the show's topics while scenes of military personnel and barricades are shown in the background. It is not possible to determine whether the video is pro-Israel or pro-Palestine, as the content is focused on the morning show itself and does not mention any connection to the Israeli-Palestinian conflict. The video does not contain any violent content."
652b435143e8c47e4eb48210	Israel Hamas War : Gaza में तबाही का मंज़र | Palestine | Rocket Attack | Latest | N18S | #shorts	In this video, there is a chaotic scene in a hospital where medical staff are attending to patients. Some individuals can be seen walking around, and there is chaos as people run out of the building, creating a tense and alarming situation. The next clip shows the aftermath of a disastrous event in a city, with collapsed buildings and scenes of destruction. People are gathered around, observing the extent of the damage, and smoke can be seen rising from the collapsed structures. The video then transitions to a bustling city life, with people going about their daily activities. Lastly, a woman wearing a hijab and headscarf addresses the camera, providing information about an ongoing natural disaster event. People are gathered at a location for safety purposes. Based on the provided information, it is not possible to determine if the video is pro-Israel or pro-Palestine, and the level of violence cannot be determined.
652b434c43e8c47e4eb4820f	Israel-Hamas conflict: MPP should be “ashamed” for describing Gaza as “apartheid,” Jewish group says	In this video, a speaker discusses the situation in Gaza and refers to it as an apartheid by Israel. The video also shows a female politician expressing concern about the ongoing conflict and criticizing certain MPPs for referring to the video as Israel-Palestine Conflict footage. Another speaker is seen addressing an audience in an outdoor setting, but the transcription is not available. The female speaker expresses her dissatisfaction with the situation related to Gaza and the Israel-Palestine conflict. It is difficult to determine the pro-Israel or pro-Palestine stance of the video based on the available information. As for the level of violence, it is not explicitly mentioned in the provided video representation.
652b434743e8c47e4eb4820e	Israel Hamas War Update: हमास के हमले का बदला पूरे गाजा से लेगा इजरायल? #gazapatti #palestine	"An expert presents a discussion on a building collapse and fire during a live television broadcast. He uses animated visuals to illustrate his points, showcasing buildings with fire damage and providing relevant contextual information. The aftermath of a building collapse and fire incident is shown, giving information on the causes of the destruction. The video captures a scene of destruction with numerous damaged buildings and scattered debris, possibly caused by an earthquake or natural disaster. The anchor on NDTV's ""DNA"" show discusses the impact of building collapses and fires on society's safety and infrastructure. The video does not indicate any bias towards either Israel or Palestine, and it is not violent."
652b434143e8c47e4eb4820d	Tracking updates on Day 5 of Israel-Hamas War | Subscribe to Firstpost	"The video depicts the current situation in Israel and Gaza, highlighting the chaos and tension that surrounds the area. The city of Tel Aviv, usually bustling with people, appears deserted, and the sound of sirens fills the air. The death toll continues to rise, with over 1,200 dead in Israel and more than 900 in Gaza. The aftermath of intense bombing and airstrikes is shown, with buildings and boats engulfed in flames. Israel is conducting regular waves of airstrikes, and a ground offensive is being planned, specifically targeting Hamas facilities in Gaza. The video does not display a clear bias towards either Israel or Palestine, but it does illustrate the violence and destruction caused by the ongoing conflict. 
 This video does not show a clear bias towards either side of the conflict, but it does depict the violence and destruction caused by the ongoing conflict between Israel and Gaza."
652b433c43e8c47e4eb4820c	Israel-Hamas War: Striking Drone Footage Shows Aftermath Of Israeli Attacks On Gaza District	The video captures the aftermath of a devastating fire in a city. The scene shows numerous buildings in ruins, with black smoke and debris scattered throughout. The destruction is evident, with collapsed roofs and damaged structures. The trees surrounding the buildings have also been affected by the fire. Aerial shots provide a detailed view of the damage. The video emphasizes the impact of destruction on the city's architecture, showcasing broken windows and a city in ruins. It does not have any pro-Israel or pro-Palestine narrative and does not depict any violence.
